company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
BigFix,Series C,USA,software,8400000.0,4.0,1997.0,acquired,2005-12-05
MarkTend,Angel,USA,enterprise,150000.0,,2008.0,operating,2008-09-17
DocLanding,Angel,USA,enterprise,175000.0,,2000.0,operating,2011-11-01
NewsWhip,Angel,IRL,news,1100000.0,7.0,2011.0,operating,2013-09-12
Corporama,Angel,FRA,enterprise,512000.0,,2010.0,operating,2010-09-01
FieldSolutions,Series A,USA,hardware,1500000.0,1.0,2006.0,operating,2010-07-01
Hollywood Interactive Group,Series A,USA,web,5000000.0,1.0,,closed,2008-09-18
Zlio,Series A,FRA,ecommerce,4000000.0,1.0,2005.0,closed,2007-07-01
Buzzwire,Series B,USA,mobile,12000000.0,3.0,2007.0,closed,2007-12-01
Klosetshop,Angel,,ecommerce,30000.0,,2011.0,closed,2011-05-15
Leapfrog Online,Series A,USA,advertising,30000000.0,1.0,1995.0,operating,2008-09-17
Lantronix,Series D+,USA,hardware,4500000.0,,1989.0,ipo,2012-05-02
ev-social,Angel,CHL,social,40000.0,,2011.0,operating,2011-07-14
official.fm,Series A,CHE,music,6600000.0,,2010.0,operating,2011-02-01
RiseSmart,Series A,USA,enterprise,12600000.0,2.0,2007.0,operating,2012-02-01
Vertica Systems,Series B,USA,software,30500000.0,4.0,2005.0,acquired,2007-02-14
Rollbase,Angel,USA,enterprise,300000.0,,2007.0,acquired,2007-08-01
neoSurgical,Series A,IRL,medical,2148800.0,2.0,,operating,2011-09-23
OnState,Series A,USA,network_hosting,5500000.0,,,acquired,2009-08-01
vivio,Angel,USA,web,250000.0,,2007.0,operating,2007-09-04
Yelp,Series D+,USA,search,89969340.0,5.0,2004.0,ipo,2013-07-31
Infinity Pharmaceuticals,Series D+,USA,biotech,156040191.0,1.0,2001.0,operating,2012-10-15
Exaprotect,Series A,USA,security,7660000.0,6.0,2004.0,acquired,2006-07-10
Club Scene Network,Series A,,games_video,225000.0,,2004.0,closed,2005-02-01
innRoad,Series A,USA,software,12895310.0,3.0,,operating,2013-02-27
CityVoter,Series A,USA,web,4180000.0,2.0,2005.0,operating,2011-12-14
Trion Worlds,Series A,USA,games_video,190120000.0,7.0,2006.0,operating,2013-04-01
CloudMine,,USA,enterprise,1105000.0,2.0,2011.0,operating,2013-03-21
Wikeez,Angel,LBN,games_video,250000.0,1.0,2008.0,operating,2008-09-02
World Golf Tour,Series A,USA,sports,21000000.0,3.0,2007.0,operating,2012-10-01
Big Contacts,Angel,USA,web,350000.0,,2005.0,operating,2006-06-01
AddMyBest,Angel,USA,ecommerce,1170000.0,,2009.0,operating,2009-01-01
zSoup,Angel,KOR,search,90000.0,,2007.0,operating,2007-09-01
Groupon,Series A,USA,web,1147288416.0,18.0,2008.0,ipo,2011-07-26
B-Side Entertainment,Series B,USA,games_video,7350000.0,6.0,2005.0,closed,2008-11-14
All-Scrap,Angel,,web,100000.0,,2007.0,operating,2007-06-01
Rally.org,Series A,USA,nonprofit,7900000.0,22.0,2009.0,operating,2012-06-26
Actacell,,USA,cleantech,9800000.0,5.0,,acquired,2010-12-29
Heatwave Interactive,,USA,games_video,12600000.0,1.0,2008.0,operating,2010-07-20
Phoenix Energy Technologies,Series A,USA,software,5000000.0,1.0,2004.0,operating,2012-04-30
Microstaq,Series B,USA,hardware,12500000.0,3.0,,operating,2008-09-22
OneSpot,Series A,USA,advertising,11682151.0,12.0,2005.0,operating,2013-11-14
iTaggit,Series A,USA,web,1300000.0,,,closed,2011-07-19
CoreTrace,,USA,security,16898621.0,3.0,2007.0,acquired,2012-08-10
GameSalad,Series A,USA,games_video,7100000.0,10.0,2007.0,operating,2011-03-31
Marakana,Angel,USA,education,200000.0,,2005.0,acquired,2007-01-01
PicApp,Series A,USA,web,3200000.0,1.0,2008.0,acquired,2008-09-17
Livra Panels,Angel,ARG,web,1000000.0,1.0,1999.0,operating,2000-05-01
OrderWithMe,Series B,USA,software,9000000.0,7.0,2011.0,operating,2013-12-04
AgileSource,Angel,CHN,mobile,75000.0,1.0,2010.0,operating,2010-04-01
Predictify,Series A,USA,advertising,4300000.0,2.0,2007.0,closed,2008-03-25
High-Tech Bridge,Series A,CHE,security,4300000.0,1.0,2007.0,operating,2012-11-05
Lifeblob,Angel,,web,1000000.0,1.0,,acquired,2008-08-14
DreamBox Learning,,USA,education,21100000.0,3.0,2004.0,operating,2013-03-18
MyDealBoard.com,Angel,CAN,web,102372.0,,2010.0,operating,2011-09-01
WeAre.Us,Angel,USA,advertising,50000.0,3.0,2007.0,closed,2008-08-01
Lumenergi,Series B,USA,cleantech,26400000.0,3.0,2008.0,operating,2012-03-13
Buddy,Angel,USA,enterprise,1175000.0,3.0,2011.0,operating,2012-05-30
SEVEN Networks,Series A,USA,software,62000000.0,6.0,2000.0,operating,2006-12-14
Cramster,Series B,USA,web,9000000.0,2.0,2002.0,acquired,2010-04-14
United Dogs and Cats,Series A,EST,web,941288.0,3.0,2007.0,closed,2009-06-11
Bloglovin,Series A,SWE,web,1000000.0,10.0,2008.0,operating,2012-06-29
BuzzStream,Series A,USA,software,74996.0,,2008.0,operating,2010-02-03
Right90,Series C,USA,software,22000000.0,4.0,2003.0,acquired,2008-09-23
Big In Japan,Angel,USA,mobile,700000.0,1.0,2008.0,operating,2008-09-18
Finsphere,Series A,USA,mobile,30700000.0,5.0,2007.0,operating,2013-12-10
Wiggio,Angel,USA,enterprise,2939581.0,2.0,2008.0,acquired,2012-11-06
Exajoule,Series A,USA,hardware,2500000.0,,2002.0,operating,2004-04-01
DuckDuckGo,Series A,USA,search,5999999.0,7.0,2008.0,operating,2011-10-19
Orbel Health,Angel,GBR,health,384880.0,1.0,,operating,2011-09-25
Smule,Series A,USA,music,25500000.0,4.0,2008.0,operating,2011-10-31
Pionetics,Series C,USA,,6400000.0,1.0,,operating,2005-02-10
Solicore,Series A,USA,other,33325468.0,10.0,,operating,2013-11-12
Sensicore,Series C,,cleantech,12000000.0,5.0,,acquired,2005-08-29
HydroPoint Data Systems,Series A,USA,analytics,40094161.0,5.0,2002.0,operating,2012-12-14
OQO,Series C,USA,mobile,39800000.0,7.0,2000.0,operating,2005-11-16
Radio One Llama,Series A,USA,games_video,1000000.0,2.0,2006.0,operating,
Spotplex,Angel,USA,web,450000.0,,2007.0,closed,2007-01-01
Pearl.com,Series B,USA,web,50700000.0,3.0,2003.0,operating,2012-10-08
Unmetric,Series B,USA,analytics,8700000.0,2.0,2011.0,operating,2013-09-01
Lenddo,Series A,PHL,finance,14000000.0,8.0,2011.0,operating,2013-10-08
Health Options Worldwide,Series A,USA,health,522000.0,,2008.0,operating,2011-10-12
TrialPay,Series C,USA,advertising,55800000.0,17.0,2006.0,operating,2012-01-31
BitWine,Series A,USA,mobile,22500000.0,2.0,2005.0,operating,2008-10-05
PCH International,Series C,CHN,hardware,77000000.0,8.0,1996.0,operating,2011-06-07
wesync.tv,Angel,CHL,mobile,100000.0,,2011.0,closed,2011-09-07
Total Immersion,Series C,FRA,software,11220000.0,4.0,1999.0,operating,2011-03-24
Modria,Series A,USA,legal,7500000.0,5.0,2011.0,operating,2013-07-01
StyleFeeder,Series A,USA,ecommerce,3500000.0,2.0,2006.0,acquired,2009-05-01
Squrl,Series A,USA,search,550000.0,1.0,,closed,2012-03-14
2Vancouver,Series A,CAN,ecommerce,80000.0,,2009.0,operating,2011-06-01
Honey,Angel,USA,enterprise,1250000.0,,2012.0,operating,2013-06-04
Current Communications Group,Series A,USA,web,113000000.0,7.0,,acquired,2011-09-12
kankan,Series A,CHN,web,5000000.0,1.0,2003.0,operating,2007-01-05
CollegeHumor,Series A,USA,games_video,20000000.0,1.0,1999.0,acquired,2006-08-01
GeoCities,Series C,,network_hosting,40000000.0,4.0,1996.0,acquired,1998-01-01
Stamped,Series A,USA,mobile,3000000.0,12.0,2011.0,acquired,2012-07-25
Lucky Sort,Angel,USA,analytics,500000.0,5.0,2011.0,acquired,2012-01-01
InstantAction,Series A,USA,games_video,50000000.0,1.0,1999.0,closed,2007-09-01
Wentworth Technology,,USA,mobile,3630298.0,,2010.0,operating,2013-07-01
Breitbart News Network,Series A,USA,news,10000000.0,,2007.0,operating,2011-09-26
Mobivity,Series A,USA,mobile,10917805.0,,2006.0,operating,2013-06-20
Momentum Bioscience,Series A,GBR,biotech,357061.0,,,operating,2011-09-26
Radionomy,Series A,BEL,music,6000000.0,4.0,2007.0,operating,2012-01-01
Drivr,Series A,DNK,transportation,2100000.0,2.0,2010.0,operating,2012-11-15
Firetide,Series C,USA,mobile,39790000.0,3.0,2003.0,operating,2009-09-30
Magnus Health,Series A,USA,software,100000.0,,2006.0,operating,2008-01-01
Five Cool,Angel,GBR,games_video,81191.0,,2009.0,operating,2009-09-01
Renkoo,Series B,USA,web,9000000.0,3.0,,closed,2008-02-01
Seamless North America,Series A,USA,hospitality,51000000.0,3.0,,operating,2011-12-31
Yapta,Series C,USA,travel,23870000.0,7.0,2007.0,operating,2013-11-13
payByMobile,Angel,IRL,ecommerce,1080450.0,1.0,2009.0,operating,2009-12-31
SDH Group,Angel,USA,other,915000.0,,2003.0,closed,
Lucky Pai,Series B,CHN,ecommerce,40000000.0,4.0,,operating,2008-02-01
MyShape,Series C,USA,ecommerce,28000000.0,6.0,2003.0,closed,2010-11-10
AOptix Technologies,Series C,USA,biotech,69900000.0,8.0,2000.0,operating,2012-08-23
EyeSpot,Series A,USA,web,3700000.0,2.0,2005.0,acquired,2006-10-01
Kodiak Networks,Series B,USA,mobile,15000000.0,3.0,2001.0,operating,2005-10-01
RVE.SOL - Solucoes de Energia Rural,,PRT,cleantech,459938.0,6.0,2010.0,operating,2011-08-01
Intelligent Apps (mytaxi),Series C,DEU,mobile,13017000.0,8.0,2009.0,operating,2013-08-01
Demand Solutions Group,Angel,USA,consulting,125000.0,,,operating,2011-07-25
FamilyLink,Series B,USA,web,3650000.0,2.0,2006.0,operating,2008-02-25
eXelate,Series C,USA,advertising,32000000.0,4.0,2007.0,operating,2012-09-24
Bundle It,Angel,USA,web,450000.0,,2011.0,closed,2011-09-15
PlumChoice,Series A,USA,consulting,91953325.0,6.0,2001.0,operating,2012-05-08
interspireSubmit,Angel,,advertising,500000.0,,2010.0,closed,2010-07-01
Informed Medical Decisions,Series D+,USA,biotech,7724807.0,,2007.0,operating,2013-07-08
BitGravity,Series A,USA,network_hosting,2500000.0,2.0,2006.0,operating,2008-08-01
TicTacTi,Series A,ISR,advertising,1600000.0,1.0,2007.0,operating,2011-06-30
PicketReport.com,Angel,USA,search,130000.0,1.0,2011.0,operating,2011-04-01
Yuuguu,Series A,,web,1140000.0,1.0,,operating,2006-10-26
blueKiwi,Series B,FRA,enterprise,12300000.0,2.0,2006.0,operating,2009-06-01
Socializr,Series A,USA,network_hosting,2250000.0,2.0,,acquired,2007-09-01
One Season,Series A,USA,games_video,3750000.0,2.0,2007.0,closed,2009-01-21
mnlakeplace.com,Series A,USA,ecommerce,1000000.0,,2008.0,operating,2008-10-04
Avaak,Series B,USA,mobile,17000000.0,4.0,2004.0,acquired,2010-03-22
Savings.com,Series B,USA,web,10000000.0,1.0,2007.0,operating,2008-11-12
Eurekster,Series B,USA,web,6850000.0,3.0,2004.0,closed,2007-03-13
GoldMail,,USA,public_relations,500000.0,,2007.0,operating,2012-04-16
Web and Rank,Series C,SGP,consulting,300000.0,,2007.0,operating,2007-09-10
Inspirational Stores,Series B,FRA,ecommerce,11470000.0,2.0,,operating,2008-10-05
OnLive,Series A,USA,games_video,56500000.0,7.0,2002.0,operating,2011-02-08
Mindjet,Series B,USA,software,15000000.0,2.0,1995.0,operating,2005-05-03
Livingly Media,Series B,USA,advertising,15700000.0,7.0,2006.0,operating,2012-05-01
Skinkers,Series B,GBR,software,23414268.0,2.0,1999.0,acquired,2007-10-01
MXP4,Series C,FRA,games_video,17000000.0,4.0,2006.0,operating,2010-04-26
iKlax Media,Angel,FRA,software,736050.0,,2008.0,operating,2008-01-01
Buscatucancha.com,Angel,,sports,25000.0,,2010.0,closed,2011-02-01
Gydget,Series B,USA,web,1000000.0,2.0,2007.0,acquired,2007-11-01
Reuters Real Estate,Series A,,real_estate,5000000.0,1.0,,operating,2012-04-05
Tykoon,Angel,USA,finance,1830000.0,5.0,,operating,2011-09-27
Wikets,Series A,,ecommerce,1500000.0,2.0,,operating,2011-06-08
Koala Databank,Angel,USA,network_hosting,20000.0,,2006.0,closed,2008-02-29
Renmatix,Series C,USA,cleantech,75000000.0,1.0,,operating,2012-08-22
PicksPal,Series C,USA,games_video,15000000.0,2.0,,acquired,2007-10-01
"Innercircuit, Inc.",Angel,USA,ecommerce,500000.0,,2007.0,operating,2007-01-01
Filter Sensing Technologies,Series A,USA,cleantech,2000000.0,,,operating,2011-09-27
SimplyBox,Angel,USA,software,1300000.0,1.0,,operating,2008-07-01
lynda.com,Series A,USA,education,103000000.0,3.0,1995.0,operating,2013-01-16
Orange Line Media,Angel,,web,500000.0,1.0,,closed,2008-01-01
WhatClinic.com,Series A,IRL,search,4219300.0,4.0,2006.0,operating,2012-08-30
Webcom,Angel,,enterprise,19242.0,,1996.0,operating,2006-03-15
Artvalue.com,Angel,LUX,ecommerce,124691.0,,2002.0,operating,2008-10-07
Plaxica,Series C,GBR,cleantech,19940193.0,1.0,2008.0,operating,2013-09-10
Soup.io,Angel,AUT,web,111520.0,2.0,,operating,2008-10-01
Appistry,Series A,USA,analytics,50403882.0,3.0,2001.0,operating,2013-09-10
YapStone,Series A,USA,hardware,50000000.0,2.0,1999.0,operating,2011-06-07
Gigya,Series C,USA,enterprise,69800000.0,7.0,2006.0,operating,2013-09-19
PropertyBridge,Series A,USA,software,2000000.0,1.0,2003.0,acquired,2006-01-31
Synergy Hub,Angel,USA,consulting,50000.0,1.0,2010.0,operating,2011-03-06
Twitter,,USA,social,1160166511.0,24.0,2006.0,ipo,2011-09-08
Reframe It,Series A,USA,web,3000000.0,4.0,2007.0,operating,2010-01-08
Amuso,Series A,GBR,games_video,1500000.0,1.0,,operating,2009-10-13
Deporvillage,Angel,ESP,ecommerce,507080.0,6.0,2010.0,operating,2011-07-01
Sailthru,Series B,USA,public_relations,28000000.0,10.0,2008.0,operating,2013-02-11
Resoomay,Angel,USA,software,35000.0,,2012.0,operating,2011-12-12
DormNoise,Series A,USA,web,950000.0,1.0,,closed,2010-05-06
Cloudy.fr,Series A,FRA,enterprise,32370.0,,2011.0,operating,2011-01-11
Philoptima,Angel,USA,consulting,200000.0,,2007.0,operating,2007-01-10
Zattoo,Series B,USA,games_video,10000000.0,,2005.0,operating,2007-11-01
DoesThatMakeSense.com,Angel,USA,education,250000.0,1.0,2009.0,operating,2009-09-01
eriQoo,Series B,JPN,search,40000000.0,,2006.0,operating,2008-11-01
Carma,Series A,IRL,transportation,10100000.0,1.0,2007.0,operating,2010-12-14
Baynote,Series C,USA,software,27750000.0,5.0,2004.0,operating,2011-01-12
Songbird,Series A,USA,mobile,11015719.0,2.0,2006.0,closed,2010-01-27
Poptent,Series A,USA,photo_video,8500000.0,1.0,2007.0,operating,2012-07-12
Kiva Systems,Series C,USA,hardware,11600000.0,2.0,2003.0,acquired,2006-05-24
Access Point,Series A,ROM,advertising,4500000.0,1.0,2008.0,operating,2010-01-26
bizk.it,Series A,GBR,enterprise,1300000.0,,2008.0,operating,2009-01-04
Nexenta Systems,Series C,USA,software,49860000.0,9.0,2005.0,operating,2013-02-27
Acesis,Series A,USA,software,3638201.0,,2006.0,operating,2010-04-30
Xtify Inc.,,USA,mobile,5686383.0,2.0,2009.0,acquired,2012-02-07
kooaba,Series A,CHE,mobile,2920000.0,,2006.0,operating,2010-08-26
Apaja,Series A,FIN,games_video,2524025.0,1.0,2001.0,operating,2007-11-01
Zubka,Series A,GBR,,3896937.0,1.0,2006.0,closed,2007-02-09
Soonr,Series C,USA,enterprise,23000000.0,6.0,2005.0,operating,2010-06-09
KillerStartups,Angel,,web,250000.0,1.0,2007.0,operating,2007-01-01
SolFocus,Series D+,USA,cleantech,211403000.0,7.0,2005.0,closed,2012-04-01
iJento,Series A,USA,analytics,17704186.0,4.0,,operating,2012-10-29
Wakoopa,Series A,NLD,web,1000000.0,4.0,2007.0,operating,2008-06-02
YourSports,Angel,USA,sports,1500000.0,,2006.0,operating,2010-01-01
PrivateFly,Series A,GBR,transportation,3127273.0,,,operating,2011-09-28
Saset Healthcare,Series A,CYM,,6250000.0,,2005.0,operating,2006-07-01
Trunk Archive,Series A,USA,photo_video,139051.0,,2004.0,operating,2011-05-26
Telecardia,Series A,USA,semiconductor,1500000.0,,,operating,2011-09-28
Netcontinuum,Series A,USA,software,15000000.0,4.0,1999.0,acquired,2005-10-17
GridNetworks,Series B,USA,network_hosting,30000000.0,3.0,2004.0,closed,2008-05-20
Guardian Analytics,Series C,USA,security,40300000.0,4.0,2005.0,operating,2013-09-09
Vinfolio,Series A,USA,ecommerce,10600000.0,1.0,2003.0,operating,2009-09-02
Entellium,Series A,MYS,enterprise,50000000.0,2.0,2000.0,operating,2008-01-01
Quigo,Series A,USA,advertising,35000000.0,6.0,2000.0,acquired,2007-06-07
Nubee,Series A,SGP,games_video,13000000.0,1.0,2010.0,operating,2011-10-12
Britely,Series A,USA,web,3900000.0,5.0,2007.0,operating,2009-09-03
GrupHediye,Angel,TUR,social,1000000.0,,2010.0,operating,2012-01-15
Guardium,Series C,USA,search,11800000.0,5.0,2002.0,acquired,2006-05-17
Sentrigo,Series C,USA,software,9500000.0,3.0,2006.0,acquired,2010-12-21
ExactTarget,Series A,USA,software,238209999.0,7.0,2000.0,acquired,2012-10-24
Vontoo,Series A,USA,public_relations,2192000.0,3.0,2005.0,closed,2011-02-24
FORA.tv,Series A,USA,games_video,8000000.0,2.0,2005.0,operating,2008-05-01
Patronpath,Series A,,,700000.0,,,operating,2011-10-24
Voxel (Internap),Series A,USA,network_hosting,5500000.0,1.0,1999.0,acquired,2011-03-25
my6sense,Series C,ISR,advertising,7500000.0,,2007.0,operating,2013-06-27
Fleck,Angel,NLD,web,287033.0,,2006.0,closed,2006-11-01
Infima Technologies,Angel,ISR,network_hosting,630000.0,,2006.0,closed,2008-09-20
Comeks,Angel,GIN,mobile,1000000.0,1.0,,closed,2007-05-03
Viximo,Series A,USA,web,5000000.0,2.0,,operating,2009-04-24
Disqus,Series A,USA,web,20500000.0,5.0,2007.0,operating,2011-05-04
Chloe & Isabel,Series A,USA,ecommerce,11750000.0,11.0,2011.0,operating,2011-11-18
DubMeNow,Series A,USA,mobile,7516703.0,1.0,2008.0,closed,2012-06-05
Lift Worldwide,Series A,USA,web,2500000.0,3.0,2011.0,operating,2012-11-28
SezWho,Series A,USA,web,1000000.0,1.0,2006.0,acquired,2007-10-01
Siri,Series B,USA,software,24000000.0,5.0,2007.0,acquired,2009-11-24
Le Lutin rouge.com,Series A,,web,4950720.0,1.0,,operating,2008-10-14
Peer39,Angel,USA,advertising,29915001.0,7.0,2006.0,acquired,2012-01-24
bContext,Angel,USA,mobile,240000.0,1.0,2011.0,operating,2013-04-15
fav.or.it,Series B,GBR,web,712000.0,1.0,2007.0,closed,2009-02-18
Exco inTouch,Series A,GBR,biotech,4691323.0,1.0,,operating,2011-09-29
mBLAST,Series A,USA,software,12914607.0,,2000.0,operating,2011-04-18
BidPal Network,,USA,nonprofit,10785800.0,2.0,2008.0,operating,2013-11-14
MSI Methylation Sciences,Series A,CAN,biotech,18380250.0,2.0,2007.0,operating,2011-09-29
"Advanced Catheter Therapies, Inc.",Series A,,medical,2980000.0,,,operating,2011-09-29
Authentix,Series A,USA,security,16166376.0,1.0,,operating,2012-08-30
AirSense Wireless,Series A,GBR,mobile,2502039.0,2.0,2010.0,operating,2011-09-29
Dailybreak Media,Series A,USA,advertising,10510000.0,3.0,2008.0,operating,2013-06-11
Cloudera,Series C,USA,enterprise,141000000.0,13.0,2008.0,operating,2012-12-07
Vuclip,Series C,USA,photo_video,27000000.0,3.0,2008.0,operating,2012-11-15
Engineering Ideas,Angel,ZAF,consulting,60000.0,,2008.0,closed,2008-05-18
SkillsTrak,Angel,GBR,enterprise,640000.0,,2006.0,operating,2008-01-01
Replicon,Series A,CAN,enterprise,20000000.0,2.0,1996.0,operating,2013-06-28
ResearchGate,Series C,DEU,social,35000000.0,16.0,2008.0,operating,2013-06-04
Booyah,Series C,USA,games_video,59500000.0,3.0,2008.0,operating,2013-03-28
AlphaClone,Angel,USA,finance,1400000.0,,2008.0,operating,2012-07-10
MinuteKey,Series B,USA,hardware,20600000.0,2.0,2008.0,operating,2012-10-04
MX Logic,Series C,USA,security,4000000.0,5.0,2002.0,acquired,2006-11-07
Websense,Series A,USA,software,18000000.0,4.0,1994.0,ipo,2006-09-25
FatTail,Series A,USA,web,3500000.0,2.0,2001.0,operating,2008-10-15
Qloud,Angel,USA,games_video,600000.0,6.0,2007.0,acquired,2006-05-01
Coghead,Series B,USA,web,11200000.0,,2003.0,acquired,2007-03-01
Image Metrics,Series A,USA,software,21267558.0,,2000.0,operating,2011-02-15
Thismoment,Series C,USA,enterprise,34379578.0,7.0,2008.0,operating,2012-06-13
Apigee,Series C,USA,enterprise,107100000.0,8.0,2004.0,operating,2013-07-31
Pockets United,,DEU,mobile,161160.0,1.0,2011.0,operating,2012-11-01
Webtab,Series A,USA,mobile,2000000.0,,2010.0,operating,2013-04-01
Digital Dandelion,Angel,,web,25000.0,,2008.0,closed,2008-10-15
TravelRent.com,Series A,CYP,travel,2000000.0,1.0,,operating,2012-06-20
iDevices,,USA,hardware,850000.0,1.0,,operating,2011-10-27
Vitrue,Series C,USA,enterprise,33000000.0,7.0,2006.0,acquired,2011-02-17
"Wildfire, a division of Google",Series B,USA,enterprise,14100000.0,7.0,2008.0,acquired,2011-12-01
FanSnap,Series B,USA,web,15700000.0,3.0,2007.0,operating,2009-08-12
Ondango,Angel,DEU,social,1170000.0,4.0,2010.0,operating,2012-09-08
SolarCity,,USA,cleantech,789039992.0,15.0,2006.0,ipo,2013-06-18
Embotics,Series A,CAN,software,12400000.0,3.0,2006.0,operating,2012-06-12
GotGame,Series A,USA,games_video,1000000.0,,2006.0,operating,2008-04-01
Pantheon,Series A,USA,enterprise,11300009.0,8.0,2010.0,operating,2012-06-26
Pelago,Series B,USA,mobile,22400000.0,8.0,2005.0,acquired,2008-05-27
Kuponjo,Series A,DEU,advertising,167600.0,3.0,2010.0,closed,2011-10-01
Biz360,Series A,USA,web,13800000.0,3.0,,acquired,2008-05-12
BestContractors.com,Series B,USA,web,3450000.0,2.0,2005.0,acquired,2007-08-07
The Game Creators,Angel,GBR,games_video,25000.0,,1999.0,operating,2008-10-15
Karo Internet,Series A,DEU,games_video,1204795.0,10.0,2007.0,closed,2008-05-30
Shangby,Series A,CHN,ecommerce,1000000.0,2.0,,operating,2007-06-01
Railsware,Angel,UKR,software,60000.0,,2006.0,operating,2006-01-01
BlackStratus,Series A,USA,software,1500150.0,,1999.0,operating,2012-03-15
Salorix,Series A,USA,advertising,3500000.0,2.0,2009.0,operating,2011-11-14
Kaixin001,Series C,CHN,network_hosting,124000000.0,4.0,2008.0,operating,2011-10-01
Akimbo,Series C,USA,games_video,35700000.0,6.0,,closed,2008-02-29
