company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date,estimated_revenue,capital_efficiency,monthly_burn,runway_months,traction_index,rule_of_40
3Leaf,Series A,USA,software,65000000.0,4.0,2004.0,acquired,2008-09-22,19500000.0,0.3,2708333.3333333335,12.0,1.515041719676572,100.0
Brighter Dental Care,Series C,USA,health,15000000.0,5.0,,operating,2013-10-29,12000000.0,0.8,416666.6666666667,18.0,26.290840976335765,75.0
EverybodyCar,Series A,ESP,social,192645.0,3.0,2011.0,operating,2012-05-15,57793.5,0.3,8026.875,12.0,3.4744370161400187,100.0
ChinaCache,Series A,CHN,network_hosting,32000000.0,7.0,1998.0,operating,2007-04-27,9600000.0,0.3,1333333.3333333333,12.0,1.528235949166645,100.0
Futurelytics,Angel,USA,enterprise,865175.0,4.0,2012.0,operating,2013-11-11,69214.0,0.08,48065.27777777778,9.0,5.55872855096659,79.0
Front Flip,Series B,USA,mobile,7700000.0,3.0,2011.0,operating,2013-01-24,3850000.0,0.5,256666.66666666666,15.0,6.045708258344521,90.0
Libboo,Angel,USA,web,1400000.0,9.0,,operating,2012-10-03,112000.0,0.08,77777.77777777778,9.0,12.963796043762251,79.0
inMotionNow,Series A,USA,enterprise,1251000.0,,1999.0,operating,2013-05-09,375300.0,0.3,52125.0,12.0,0.179278992873944,100.0
Zonoff,Series A,USA,software,3800000.0,2.0,2011.0,operating,2013-04-19,1140000.0,0.3,158333.33333333334,12.0,2.8818092337296144,100.0
Inktank,Series A,USA,enterprise,14400000.0,2.0,2012.0,operating,2013-05-10,4320000.0,0.3,600000.0,12.0,6.28487165567592,100.0
SkillHound,Angel,USA,other,20000.0,1.0,2011.0,operating,2013-02-28,1600.0,0.08,1111.111111111111,9.0,0.4921955054712271,79.0
Anchor Intelligence,Series B,USA,advertising,6000000.0,9.0,2007.0,operating,2007-09-01,3000000.0,0.5,200000.0,15.0,5.950402897479453,90.0
SideStripe,Angel,USA,search,250000.0,2.0,,operating,2008-06-01,20000.0,0.08,13888.888888888889,9.0,2.52026424551456,79.0
LuckyLabs,Series A,USA,games_video,3500000.0,3.0,2011.0,operating,2012-05-15,1050000.0,0.3,145833.33333333334,12.0,4.305290842118862,100.0
elicit,Series A,USA,search,1500000.0,3.0,,operating,2012-05-15,450000.0,0.3,62500.0,12.0,8.137304382979593,100.0
Curalate,Series A,USA,analytics,3750000.0,3.0,2012.0,operating,2013-01-15,1125000.0,0.3,156250.0,12.0,8.662401299912093,100.0
VirtualSharp Software,Series A,USA,software,3911750.0,3.0,2010.0,acquired,2012-05-16,1173525.0,0.3,162989.58333333334,12.0,2.887345792400322,100.0
Mocana,Series A,USA,security,50500000.0,8.0,2002.0,operating,2013-12-12,15150000.0,0.3,2104166.6666666665,12.0,2.4519082481050627,100.0
Gather.md,,,web,20000.0,1.0,2012.0,closed,2012-02-01,4000.0,0.2,833.3333333333334,12.0,1.2489117746375389,55.0
BCKSTGR,Series A,USA,games_video,1950000.0,2.0,2011.0,operating,2012-05-01,585000.0,0.3,81250.0,12.0,2.754364312781961,100.0
Honeywell,,USA,manufacturing,11400000.0,1.0,1985.0,ipo,2009-10-27,2280000.0,0.2,475000.0,12.0,0.061621590264230315,55.0
Electric Imp,Series A,USA,hardware,7900000.0,2.0,2012.0,operating,2012-05-16,2370000.0,0.3,329166.6666666667,12.0,6.055504829665051,100.0
Siasto,Series A,USA,enterprise,750000.0,3.0,2012.0,operating,2013-08-09,225000.0,0.3,31250.0,12.0,7.7400838995332215,100.0
Mitralign,,USA,health,42000000.0,7.0,,operating,2012-09-11,8400000.0,0.2,1750000.0,12.0,15.635309916175345,55.0
Algiax Pharmaceuticals,Series A,DEU,biotech,5477340.0,2.0,,operating,2012-05-16,1643202.0,0.3,228222.5,12.0,5.915583327438631,100.0
Zyga Technology,Series C,USA,medical,30000000.0,4.0,,operating,2012-05-16,24000000.0,0.8,833333.3333333334,18.0,21.91292856504373,75.0
Vox Mobile,Series A,USA,mobile,7500000.0,1.0,,operating,2012-05-16,2250000.0,0.3,312500.0,12.0,3.011685922915279,100.0
StepUp,Series A,,,16600000.0,3.0,,acquired,,4980000.0,0.3,691666.6666666666,12.0,9.514924140175571,100.0
Emme E2MS,Series A,USA,cleantech,5600000.0,3.0,,operating,2012-10-11,1680000.0,0.3,233333.33333333334,12.0,8.892207741504283,100.0
Mercury Payment Systems,Series A,USA,ecommerce,2250000.0,,,operating,2012-05-22,675000.0,0.3,93750.0,12.0,2.7816998185671404,100.0
Intuitive Biosciences,Series A,USA,biotech,572726.0,,2012.0,operating,2013-04-12,171817.8,0.3,23863.583333333332,12.0,2.5203276815411724,100.0
Sonitus Medical,,USA,medical,56988993.0,8.0,2006.0,operating,2013-09-18,11397798.600000001,0.20000000000000004,2374541.375,12.0,2.586844347266444,55.0
Sonim Technologies,Series A,USA,mobile,33542183.0,5.0,1999.0,operating,2012-12-03,10062654.9,0.3,1397590.9583333333,12.0,1.1698969034389761,100.0
CLEO Communications,Series A,USA,software,3500000.0,1.0,1976.0,operating,2012-05-16,1050000.0,0.3,145833.33333333334,12.0,0.065512098088734,100.0
Tiger Pistol,Angel,AUS,advertising,2000000.0,2.0,2011.0,operating,2013-10-24,160000.0,0.08,111111.11111111111,9.0,1.4658420436088544,79.0
Liquid Engines,Series C,USA,software,5500000.0,4.0,2001.0,operating,2006-09-07,4400000.0,0.8,152777.77777777778,18.0,1.6347853851955099,75.0
Sennari,Series C,USA,software,17000000.0,4.0,1999.0,operating,2006-09-06,13600000.0,0.8,472222.22222222225,18.0,1.502138829014637,75.0
Desalitech,Series D+,ISR,cleantech,11250000.0,1.0,,operating,2013-06-11,11250000.0,1.0,312500.0,18.0,6.190559911359842,75.0
rSmart,Series B,USA,software,14272148.0,2.0,,operating,2012-08-16,7136074.0,0.5,475738.26666666666,15.0,8.379379969916728,90.0
Magix,Series A,USA,web,155000000.0,1.0,,operating,,46500000.0,0.3,6458333.333333333,12.0,3.590202311637162,100.0
UUSEE,Series A,,web,33500000.0,6.0,,operating,2007-03-07,10050000.0,0.3,1395833.3333333333,12.0,19.846881393428735,100.0
Chat& (ChatAnd),Angel,USA,web,850000.0,,,operating,2011-09-20,68000.0,0.08,47222.22222222222,9.0,1.3786678418581972,79.0
WageWorks,Series A,USA,consulting,20000000.0,,2000.0,operating,2010-01-07,6000000.0,0.3,833333.3333333334,12.0,0.23474326628914904,100.0
Kipo,Angel,GTM,hardware,363600.0,2.0,2012.0,operating,2013-02-01,29088.0,0.08,20200.0,9.0,2.596590476310302,79.0
Single Digits,Series A,USA,software,12500000.0,,,operating,2012-05-17,3750000.0,0.3,520833.3333333333,12.0,3.1092651994479596,100.0
JamHub,Series A,USA,music,1316623.0,6.0,2008.0,operating,2013-06-20,394986.89999999997,0.3,54859.291666666664,12.0,3.217662470840742,100.0
Postdeck,Angel,USA,news,540000.0,,2010.0,operating,2011-01-01,43200.0,0.08,30000.0,9.0,0.4359615915730825,79.0
InTouch Technologies,Series A,USA,medical,24100000.0,1.0,2002.0,operating,2012-02-02,7230000.0,0.3,1004166.6666666666,12.0,0.28289530017008313,100.0
Fantasy Feud,Series A,CAN,games_video,1014597.0,,2011.0,operating,2012-04-25,304379.1,0.3,42274.875,12.0,1.3086399780376536,100.0
Kabongo,Series A,USA,games_video,2115100.0,3.0,,operating,2010-10-14,634530.0,0.3,88129.16666666667,12.0,8.334231749893354,100.0
AttorneyFee,Angel,USA,legal,250000.0,,2011.0,operating,2011-07-07,20000.0,0.08,13888.888888888889,9.0,0.6208545558989044,79.0
EdgeCast Networks,Series C,USA,network_hosting,74000000.0,5.0,2006.0,acquired,2013-07-18,59200000.0,0.8,2055555.5555555555,18.0,4.108253457290623,75.0
Avega Systems,Series A,USA,hardware,9500000.0,3.0,2005.0,closed,2010-01-13,2850000.0,0.3,395833.3333333333,12.0,1.1386393226987213,100.0
Buzz All Stars,Series A,USA,sports,2500000.0,1.0,2011.0,operating,2011-09-01,750000.0,0.3,104166.66666666667,12.0,1.3947720293410109,100.0
Slingjot,Series D+,USA,software,1200000.0,,2011.0,operating,2013-02-26,1200000.0,1.0,33333.333333333336,18.0,2.661621311626946,75.0
MontaVista Software,Series A,USA,software,21000000.0,5.0,,acquired,2006-12-05,6300000.0,0.3,875000.0,12.0,16.090960914489607,100.0
Traverse Networks,Series B,USA,network_hosting,8500000.0,4.0,2001.0,acquired,2005-02-14,4250000.0,0.5,283333.3333333333,15.000000000000002,1.342329960897481,90.0
Anedot,Angel,USA,nonprofit,1325000.0,1.0,2011.0,operating,2013-01-28,106000.0,0.08,73611.11111111111,9.0,0.7058065068570122,79.0
LV Sensors,Series B,,hardware,15000000.0,3.0,,operating,2007-05-07,7500000.0,0.5,500000.0,15.0,12.613217024841886,90.0
Selo Reserva,Angel,BRA,ecommerce,200000.0,,2012.0,operating,2012-01-01,16000.0,0.08,11111.111111111111,9.0,1.2312575309288114,79.0
Accelerated Orthopedic Technologies,Angel,USA,medical,150000.0,1.0,,closed,2012-05-18,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
MathZee,Angel,,education,15000.0,1.0,,operating,2010-06-01,1200.0,0.08,833.3333333333334,9.0,0.9673643256066501,79.0
Noblivity,Angel,,manufacturing,15000.0,1.0,,operating,2010-06-01,1200.0,0.08,833.3333333333334,9.0,0.9673643256066501,79.0
WeGather,Angel,,social,15000.0,1.0,,operating,2010-06-01,1200.0,0.08,833.3333333333334,9.0,0.9673643256066501,79.0
Conformia Software,Series C,USA,software,27250000.0,4.0,,acquired,2008-07-23,21800000.0,0.8,756944.4444444445,18.0,21.790490849584245,75.0
Buzz Referrals,Series A,USA,advertising,700000.0,5.0,,operating,2011-12-19,210000.0,0.3,29166.666666666668,12.0,12.842431823479489,100.0
CookItFor.Us,Angel,USA,hospitality,75000.0,2.0,,operating,2011-06-01,6000.0,0.08,4166.666666666667,9.0,2.2749457342098793,79.0
Exchangery,Angel,USA,enterprise,75000.0,2.0,,closed,2011-06-01,6000.0,0.08,4166.666666666667,9.0,2.2749457342098793,79.0
uBeam,,USA,hardware,2119000.0,12.0,,operating,2013-04-22,423800.0,0.2,88291.66666666667,12.0,22.247903207145722,55.0
"ServusXchange, LLC",Series A,USA,software,1950000.0,,2005.0,operating,2008-10-01,585000.0,0.3,81250.0,12.0,0.33354878270472016,100.0
Catalist Homes,Series C,USA,other,4500000.0,3.0,,operating,2007-05-03,3600000.0,0.8,125000.0,18.0,14.619661261138244,75.0
Jusp,Series A,ITA,mobile,6307600.0,4.0,2011.0,operating,2013-03-29,1892280.0,0.3,262816.6666666667,12.0,5.969503555050006,100.0
MobiliThink,Angel,CAN,software,30291.0,,2011.0,operating,2012-03-16,2423.28,0.08,1682.8333333333333,9.0,0.5133413774927063,79.0
CL3VER,Angel,ESP,software,800000.0,2.0,2011.0,operating,2013-07-04,64000.0,0.08,44444.444444444445,9.0,1.3724914805986324,79.0
VerbalizeIt,Series A,USA,web,1618000.0,1.0,2011.0,operating,2012-11-18,485400.0,0.3,67416.66666666667,12.0,1.3532150549275352,100.0
Bombfell,Angel,USA,fashion,730000.0,12.0,,operating,2013-02-13,58400.0,0.08,40555.555555555555,9.0,16.493054822619047,79.0
UpCounsel,Series A,USA,legal,1600000.0,6.0,2012.0,operating,2013-10-02,480000.0,0.3,66666.66666666667,12.0,16.360860698517076,100.0
Hammerhead Systems,Series C,USA,hardware,48000000.0,6.0,2002.0,closed,2007-08-01,38400000.0,0.8,1333333.3333333333,18.0,3.059138843456645,75.0
Heat Biologics,Series D+,USA,biotech,7850050.0,1.0,2008.0,ipo,2013-04-09,7850050.0,1.0,218056.94444444444,18.0,1.200790708189108,75.0
Neopolitan Networks,Series A,USA,web,3170000.0,2.0,2002.0,closed,2007-06-28,951000.0,0.3,132083.33333333334,12.0,0.5076206582384919,100.0
Soceaniq,Series A,USA,software,749000.0,,2011.0,operating,2012-05-21,224700.0,0.3,31208.333333333332,12.0,1.2796515437431881,100.0
Packet Design,,USA,software,2797295.0,,2003.0,operating,2012-10-09,559459.0,0.2,116553.95833333333,12.0,0.17675611209655448,55.0
Food Genius,Series B,USA,analytics,2275000.0,7.0,2010.0,operating,2013-09-17,1137500.0,0.5,75833.33333333333,15.000000000000002,8.686672733090765,90.0
Joystickers,Angel,USA,games_video,25000.0,2.0,2010.0,operating,2011-06-01,2000.0,0.08,1388.888888888889,9.0,0.6755104018472818,79.0
Audioair,Series A,USA,hardware,2450000.0,,2011.0,operating,2012-09-01,735000.0,0.3,102083.33333333333,12.0,1.3928424417554162,100.0
GreenLight,Angel,GBR,social,40331.0,1.0,2011.0,closed,2011-07-20,3226.48,0.08,2240.6111111111113,9.0,0.5279237817647947,79.0
SpokenLayer,Series A,USA,web,854000.0,,2011.0,operating,2013-07-31,256200.0,0.3,35583.333333333336,12.0,1.29218188714161,100.0
LaComunity,Angel,ESP,real_estate,155220.0,2.0,2011.0,operating,2012-01-02,12417.6,0.08,8623.333333333334,9.0,1.2054339243430034,79.0
BluePoint Security,Series A,USA,security,1700000.0,1.0,2010.0,operating,2011-06-12,510000.0,0.3,70833.33333333333,12.0,0.9011972576933245,100.0
SP3H,Series A,FRA,cleantech,2808960.0,1.0,,operating,2012-05-22,842688.0,0.3,117040.0,12.0,2.824084711083534,100.0
Smilebox,Series B,USA,photo_video,14000000.0,5.0,2000.0,acquired,2010-02-23,7000000.0,0.5,466666.6666666667,15.0,1.5996131492309669,90.0
Safer Minicabs,,GBR,mobile,74745.0,,2009.0,operating,2011-09-01,14949.0,0.2,3114.375,12.0,0.34498889668704746,55.0
DotLoop,Series A,USA,real_estate,7000000.0,1.0,,operating,2012-05-22,2100000.0,0.3,291666.6666666667,12.0,2.9985067201259272,100.0
WorldEscape,Angel,USA,advertising,50000.0,,2005.0,operating,2012-10-22,4000.0,0.08,2777.777777777778,9.0,0.12550619126434884,79.0
Locate Special Diet,Angel,USA,mobile,75000.0,,2011.0,operating,2011-03-01,6000.0,0.08,4166.666666666667,9.0,0.5595249280727341,79.0
Catchoom,Angel,ESP,enterprise,1520580.0,2.0,2011.0,operating,2012-05-15,121646.40000000001,0.08,84476.66666666667,9.0,1.4379216256107143,79.0
ZummZumm,Angel,GBR,social,50000.0,1.0,2011.0,operating,2012-05-22,4000.0,0.08,2777.777777777778,9.0,0.5388707869763381,79.0
Duolingo,Series B,USA,education,18300000.0,4.0,2011.0,operating,2012-09-17,9150000.0,0.5,610000.0,15.0,8.506010741428986,90.0
TallCat,Series A,USA,social,2500000.0,,2010.0,operating,2012-05-22,750000.0,0.3,104166.66666666667,12.0,0.925754017125236,100.0
JobScout,,USA,web,800000.0,,2011.0,operating,2012-10-01,160000.0,0.2,33333.333333333336,12.0,0.8532014226342773,55.0
Jetaport,Angel,USA,travel,325000.0,1.0,2012.0,operating,2012-12-31,26000.0,0.08,18055.555555555555,9.0,1.2807204648781525,79.0
Dinamundo,Series A,USA,mobile,552000.0,1.0,2012.0,operating,2012-04-01,165600.0,0.3,23000.0,12.0,2.513286705920435,100.0
AlphaBoost,Angel,USA,advertising,1000000.0,,2011.0,operating,2012-05-21,80000.0,0.08,55555.555555555555,9.0,0.691471530733815,79.0
Scout Labs,Series A,USA,enterprise,4000000.0,3.0,,acquired,2009-10-01,1200000.0,0.3,166666.66666666666,12.0,8.699386262537882,100.0
Find That File,Angel,USA,search,250000.0,1.0,2008.0,operating,2008-01-01,20000.0,0.08,13888.888888888889,9.0,0.2409726179757732,79.0
Kaazing,Series A,GBR,enterprise,33730000.0,4.0,2007.0,operating,2013-04-17,10119000.0,0.3,1405416.6666666667,12.0,2.1951630487502722,100.0
Viva Vision,Series A,USA,web,2000000.0,1.0,,operating,2008-03-25,600000.0,0.3,83333.33333333333,12.0,2.7592005881596267,100.0
Smithfield Case,Angel,GBR,fashion,1022918.0,1.0,2011.0,operating,2012-05-23,81833.44,0.08,56828.77777777778,9.0,0.6926257828136148,79.0
Likelii,Angel,USA,hospitality,450000.0,2.0,2011.0,operating,2012-05-23,36000.0,0.08,25000.0,9.0,1.313874095314396,79.0
Solantro Semiconductor,Series A,CAN,semiconductor,18800000.0,4.0,2009.0,operating,2013-09-12,5640000.0,0.3,783333.3333333334,12.0,3.1872269443697423,100.0
L2C,Series A,USA,analytics,4005616.0,1.0,2000.0,operating,2012-05-23,1201684.8,0.3,166900.66666666666,12.0,0.21111471815661456,100.0
Bahu,Series A,PRT,web,1476100.0,1.0,2007.0,closed,2007-12-01,442830.0,0.3,61504.166666666664,12.0,0.4399614361228603,100.0
Lasso Logic,Series A,,software,4000000.0,2.0,,acquired,2005-07-01,1200000.0,0.3,166666.66666666666,12.0,5.795496839256482,100.0
HedgeCo,Series A,USA,web,2960000.0,1.0,2002.0,operating,2008-04-10,888000.0,0.3,123333.33333333333,12.0,0.2464790402702476,100.0
Tenantry Network,Angel,,web,30000.0,1.0,,operating,2011-09-01,2400.0,0.08,1666.6666666666667,9.0,1.0379813004415606,79.0
Mobilepolice,Angel,,mobile,30000.0,1.0,2011.0,operating,2011-05-05,2400.0,0.08,1666.6666666666667,9.0,0.5128496465676232,79.0
SpamLion,Angel,USA,software,362500.0,,1996.0,operating,2001-02-01,29000.0,0.08,20138.88888888889,9.0,0.06443137860997289,79.0
Apcera,Series A,USA,enterprise,7200000.0,5.0,2012.0,operating,2013-07-08,2160000.0,0.3,300000.0,12.0,15.068568011071982,100.0
Seekly,Angel,,web,19000.0,,2011.0,operating,2012-01-01,1520.0,0.08,1055.5555555555557,9.0,0.48958265687243513,79.0
QUICK Technologies,,USA,ecommerce,1980000.0,,2011.0,operating,2013-01-18,396000.0,0.2,82500.0,12.0,0.9109055771729929,55.0
Floq,Angel,AUS,web,250000.0,,2011.0,operating,2011-07-01,20000.0,0.08,13888.888888888889,9.0,0.6208545558989044,79.0
XINTEC,Series A,IRL,mobile,1130130.0,2.0,2007.0,operating,2012-05-24,339039.0,0.3,47088.75,12.0,0.875199353174768,100.0
agreement24 avtal24,Series A,SWE,legal,2800000.0,2.0,2004.0,operating,2012-12-06,840000.0,0.3,116666.66666666667,12.0,0.617886086424369,100.0
Rentalutions,,USA,software,287500.0,,2012.0,operating,2013-02-22,57500.0,0.2,11979.166666666666,12.0,1.588357867331836,55.0
MyPrintCloud,Angel,GBR,enterprise,1000000.0,1.0,2011.0,operating,2011-11-01,80000.0,0.08,55555.555555555555,9.0,0.691471530733815,79.0
TrekkSoft,Angel,CHE,software,800000.0,8.0,2010.0,operating,2013-08-01,64000.0,0.08,44444.444444444445,9.0,3.6804472937735437,79.0
"Ambri, Inc.",Series B,USA,cleantech,15000000.0,3.0,2010.0,operating,2012-05-24,7500000.0,0.5,500000.0,15.0,4.196217670076418,90.0
Flowonix,Series A,USA,medical,25000000.0,2.0,,operating,2012-05-24,7500000.0,0.3,1041666.6666666666,12.0,6.495626061833147,100.0
Gigabit Squared,Series A,USA,network_hosting,200000000.0,,,operating,2012-05-24,60000000.0,0.3,8333333.333333333,12.0,3.638892510709788,100.0
Creative Market,Series A,USA,public_relations,2300000.0,5.0,2011.0,operating,2012-06-07,690000.0,0.3,95833.33333333333,12.0,6.983168731202678,100.0
TinyTap,Angel,ISR,education,500000.0,1.0,2012.0,operating,2012-11-15,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
remocean,Series A,ITA,other,1254600.0,1.0,2010.0,operating,2012-05-25,376380.0,0.3,52275.0,12.0,0.8818522989039658,100.0
EyeVerify,Series A,USA,security,3800000.0,5.0,2012.0,operating,2013-05-13,1140000.0,0.3,158333.33333333334,12.0,14.458174197873324,100.0
TaxiForSure.com,Series A,IND,automotive,4000000.0,3.0,2011.0,operating,2013-06-21,1200000.0,0.3,166666.66666666666,12.0,4.343552127615783,100.0
Exhibia,,,ecommerce,1000000.0,2.0,2011.0,closed,2012-03-27,200000.0,0.2,41666.666666666664,12.0,1.7471018377940084,55.0
Monitor Backlinks,Angel,IRL,software,65000.0,1.0,2012.0,operating,2013-05-01,5200.0,0.08,3611.1111111111113,9.0,1.1167529270330203,79.0
ArchiveSocial,Angel,USA,enterprise,116000.0,2.0,2011.0,operating,2013-08-05,9280.0,0.08,6444.444444444444,9.0,1.1757614020850329,79.0
Better Place,Series A,USA,cleantech,835750000.0,5.0,2007.0,acquired,2012-11-02,250725000.0,0.3,34822916.666666664,12.0,3.258000712899025,100.0
71lbs,Angel,USA,analytics,1350000.0,5.0,2011.0,operating,2013-01-08,108000.0,0.08,75000.0,9.0,3.5829213918147174,79.0
Cureeo,Angel,USA,ecommerce,75000.0,2.0,2012.0,operating,2012-06-01,6000.0,0.08,4166.666666666667,9.0,2.2749457342098793,79.0
Fibroblast,Angel,USA,enterprise,875000.0,2.0,2010.0,operating,2013-10-09,70000.0,0.08,48611.11111111111,9.0,0.9169867016664394,79.0
frintit,Angel,IND,advertising,75000.0,2.0,2012.0,operating,2012-06-01,6000.0,0.08,4166.666666666667,9.0,2.2749457342098793,79.0
Bill Me Later,Series A,USA,web,100000000.0,5.0,2000.0,acquired,2007-12-01,30000000.0,0.3,4166666.6666666665,12.0,1.3410901812323957,100.0
"SKKY, Inc.",Series A,USA,other,3240000.0,,,operating,2013-12-06,972000.0,0.3,135000.0,12.0,2.8513549211326925,100.0
Laurus Energy,Series A,,cleantech,9000000.0,1.0,,operating,2008-04-30,2700000.0,0.3,375000.0,12.0,3.0465134741980546,100.0
Whimseybox,Angel,USA,ecommerce,75000.0,3.0,2011.0,operating,2012-11-01,6000.0,0.08,4166.666666666667,9.0,1.7031387988308309,79.0
Volunia,Series A,ITA,web,2945400.0,1.0,2012.0,operating,2008-01-06,883620.0,0.3,122725.0,12.0,2.833144978249839,100.0
Project Frog,Series C,USA,cleantech,55200000.0,6.0,2006.0,operating,2013-11-07,44160000.0,0.8,1533333.3333333333,18.0,4.852376043803558,75.0
Startup Freak,Angel,IND,advertising,10000.0,1.0,2012.0,operating,2012-05-25,800.0,0.08,555.5555555555555,9.0,0.9260560434138578,79.0
Beeline,,USA,software,75000.0,,1999.0,operating,2013-07-19,15000.0,0.2,3125.0,12.0,0.089826374011373,55.0
Soteira,,USA,medical,2691807.0,,2004.0,closed,2012-05-25,538361.4,0.2,112158.625,12.0,0.1972164258957024,55.0
ShopSpot,Angel,SGP,ecommerce,628000.0,3.0,2012.0,operating,2013-02-19,50240.0,0.08,34888.88888888889,9.0,4.068052605387624,79.0
Tradegecko,Angel,SGP,software,660000.0,2.0,2012.0,operating,2012-12-17,52800.0,0.08,36666.666666666664,9.0,2.7180677489720635,79.0
Amoobi,Angel,BEL,mobile,180188.0,,2011.0,operating,2011-08-01,14415.04,0.08,10010.444444444445,9.0,0.6041739380864172,79.0
Ecogii Energy Labs,Angel,,cleantech,500000.0,1.0,2012.0,operating,2008-05-01,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
Copperfasten,Series A,IRL,security,627300.0,2.0,2000.0,closed,2012-05-27,188190.0,0.3,26137.5,12.0,0.38002508358836007,100.0
NanoOpto,Series C,USA,hardware,17000000.0,7.0,,closed,2006-06-19,13600000.0,0.8,472222.22222222225,18.0,37.09102848255698,75.0
Five9,Series C,USA,enterprise,84100000.0,6.0,2001.0,operating,2013-05-29,67280000.0,0.8,2336111.111111111,18.0,2.892459253260888,75.0
Acacia,Series A,USA,mobile,15000.0,,2012.0,operating,2012-05-20,4500.0,0.3,625.0,12.0,1.8245548669054936,100.0
Flightfox,Angel,CAN,web,800000.0,5.0,2012.0,operating,2012-05-29,64000.0,0.08,44444.444444444445,9.0,6.911585432218419,79.0
